female_family	male_family	male_rep_number	male_family_number	male_plant_number	date	number_of_GFP_kernels	number_of_WT_kernels	AC_present_in_parent	exclude_from_final_dataset	expression_category_a	MP_2017_FPKM_rank	SC_2017_FPKM_rank	seedling_2014_FPKM_rank	genetic_background	marker	not_HVY	allele	v3_gene	v4_gene
402	451A-1	m1	451	1	8/28	219	191	0	FALSE	sperm_cell_high	11	33	29	1	1	0	R53C03	GRMZM2G038252	Zm00001d043076
402	451A-4	m1	451	4	8/24	205	207	0	FALSE	sperm_cell_high	11	33	29	1	1	1	R53C03	GRMZM2G038252	Zm00001d043076
402	451A-4	m2	451	4	8/25	245	226	0	FALSE	sperm_cell_high	11	33	29	1	1	0	R53C03	GRMZM2G038252	Zm00001d043076
402	451A-5	m1	451	5	8/24	186	174	0	FALSE	sperm_cell_high	11	33	29	1	1	0	R53C03	GRMZM2G038252	Zm00001d043076
402	451A-5	m2	451	5	8/25	249	263	0	FALSE	sperm_cell_high	11	33	29	1	1	0	R53C03	GRMZM2G038252	Zm00001d043076
402	454-3	m1	454	3	8/15	162	163	0	FALSE	sperm_cell_high	13	37	4	1	1	0	R60D10	GRMZM2G365613	Zm00001d006218
402	454-3	m2	454	3	8/13	277	283	0	FALSE	sperm_cell_high	13	37	4	1	1	0	R60D10	GRMZM2G365613	Zm00001d006218
402	454-3	m3	454	3	8/17	318	292	0	FALSE	sperm_cell_high	13	37	4	1	1	0	R60D10	GRMZM2G365613	Zm00001d006218
403	454-3	m4	454	3	8/16	235	217	0	FALSE	sperm_cell_high	13	37	4	1	1	0	R60D10	GRMZM2G365613	Zm00001d006218
400	454L-1	m1	454	1	-	93	68	0	FALSE	sperm_cell_high	13	37	4	1	1	0	R60D10	GRMZM2G365613	Zm00001d006218
403	474-1	m1	474	1	8/15	94	98	0	FALSE	sperm_cell_high	8	35	17	1	1	0	R87A03	GRMZM2G100318	Zm00001d012128
402	474-2	m1	474	2	8/24	178	197	0	FALSE	sperm_cell_high	8	35	17	1	1	0	R87A03	GRMZM2G100318	Zm00001d012128
401	474-2	m2	474	2	8/23	156	180	0	FALSE	sperm_cell_high	8	35	17	1	1	0	R87A03	GRMZM2G100318	Zm00001d012128
402	474-4	m1	474	4	8/18	257	226	0	FALSE	sperm_cell_high	8	35	17	1	1	1	R87A03	GRMZM2G100318	Zm00001d012128
401	474-4	m2	474	4	8/20	275	250	0	FALSE	sperm_cell_high	8	35	17	1	1	0	R87A03	GRMZM2G100318	Zm00001d012128
402	474-4	m3	474	4	8/18	261	255	0	FALSE	sperm_cell_high	8	35	17	1	1	0	R87A03	GRMZM2G100318	Zm00001d012128
402	474-4	m4	474	4	8/19	141	162	0	FALSE	sperm_cell_high	8	35	17	1	1	0	R87A03	GRMZM2G100318	Zm00001d012128
402	474-4	m5	474	4	8/17	178	170	0	FALSE	sperm_cell_high	8	35	17	1	1	1	R87A03	GRMZM2G100318	Zm00001d012128
401	491-1	m1	491	1	8/22	103	228	1	FALSE	sperm_cell_high	16	47	1	2	1	0	R82A03	GRMZM2G036832	Zm00001d005781
401	491L-2	m1	491	2	8/27	129	248	1	FALSE	sperm_cell_high	16	47	1	2	1	0	R82A03	GRMZM2G036832	Zm00001d005781
401	491-5	m1	491	5	8/20	119	223	1	FALSE	sperm_cell_high	16	47	1	2	1	0	R82A03	GRMZM2G036832	Zm00001d005781
402	492-1	m1	492	1	8/13	105	264	0	FALSE	sperm_cell_high	16	47	1	2	1	0	R84A12	GRMZM2G036832	Zm00001d005781
402	492-1	m2	492	1	8/15	58	279	0	FALSE	sperm_cell_high	16	47	1	2	1	0	R84A12	GRMZM2G036832	Zm00001d005781
402	492-1	m3	492	1	8/17	55	285	0	FALSE	sperm_cell_high	16	47	1	2	1	0	R84A12	GRMZM2G036832	Zm00001d005781
403	492-1	m4	492	1	8/18	81	229	0	FALSE	sperm_cell_high	16	47	1	2	1	0	R84A12	GRMZM2G036832	Zm00001d005781
401	492-2	m1	492	2	8/20	69	232	0	FALSE	sperm_cell_high	16	47	1	2	1	0	R84A12	GRMZM2G036832	Zm00001d005781
401	492-3	m1	492	3	8/13	82	206	0	FALSE	sperm_cell_high	16	47	1	2	1	0	R84A12	GRMZM2G036832	Zm00001d005781
402	494-1	m1	494	1	8/20	138	129	0	FALSE	sperm_cell_high	15	44	10	2	1	0	R91F11	GRMZM2G114899	Zm00001d034788
402	494-1	m2	494	1	8/17	312	272	0	FALSE	sperm_cell_high	15	44	10	2	1	0	R91F11	GRMZM2G114899	Zm00001d034788
403	494-1	m3	494	1	8/18	195	221	0	FALSE	sperm_cell_high	15	44	10	2	1	0	R91F11	GRMZM2G114899	Zm00001d034788
402	494-2	m1	494	2	8/15	249	254	0	FALSE	sperm_cell_high	15	44	10	2	1	0	R91F11	GRMZM2G114899	Zm00001d034788
401	494-4	m1	494	4	8/22	147	197	0	FALSE	sperm_cell_high	15	44	10	2	1	0	R91F11	GRMZM2G114899	Zm00001d034788
401	415-1	m1	415	1	8/27	154	172	0	FALSE	vegetative_cell_high	38	23	52	1	1	0	R01G01	GRMZM2G124434	Zm00001d032950
403	415-3	m1	415	3	8/18	159	162	0	FALSE	vegetative_cell_high	38	23	52	1	1	0	R01G01	GRMZM2G124434	Zm00001d032950
403	415-4	m1	415	4	8/20	203	197	0	FALSE	vegetative_cell_high	38	23	52	1	1	0	R01G01	GRMZM2G124434	Zm00001d032950
402	415-4	m2	415	4	8/22	198	223	0	FALSE	vegetative_cell_high	38	23	52	1	1	0	R01G01	GRMZM2G124434	Zm00001d032950
402	415-4	m3	415	4	8/23	146	144	0	FALSE	vegetative_cell_high	38	23	52	1	1	0	R01G01	GRMZM2G124434	Zm00001d032950
400	415L-1	m1	415	1	8/31	148	177	0	FALSE	vegetative_cell_high	38	23	52	1	1	0	R01G01	GRMZM2G124434	Zm00001d032950
401	417-2	m1	417	2	8/20	114	123	0	FALSE	vegetative_cell_high	26	22	39	1	1	0	R02D02	GRMZM2G006894	Zm00001d026490
402	417-2	m2	417	2	8/19	139	147	0	FALSE	vegetative_cell_high	26	22	39	1	1	0	R02D02	GRMZM2G006894	Zm00001d026490
402	417-2	m3	417	2	8/22	99	97	0	FALSE	vegetative_cell_high	26	22	39	1	1	0	R02D02	GRMZM2G006894	Zm00001d026490
400	417-3	m1	417	3	8/27	163	157	0	FALSE	vegetative_cell_high	26	22	39	1	1	0	R02D02	GRMZM2G006894	Zm00001d026490
401	445-1	m1	445	1	8/22	184	155	0	FALSE	vegetative_cell_high	35	28	51	1	1	0	R41F01	GRMZM2G056252	Zm00001d017840
401	445-2	m1	445	2	8/20	242	255	0	FALSE	vegetative_cell_high	35	28	51	1	1	0	R41F01	GRMZM2G056252	Zm00001d017840
402	445-2	m2	445	2	8/22	214	245	0	FALSE	vegetative_cell_high	35	28	51	1	1	0	R41F01	GRMZM2G056252	Zm00001d017840
402	445-2	m3	445	2	-	261	271	0	FALSE	vegetative_cell_high	35	28	51	1	1	0	R41F01	GRMZM2G056252	Zm00001d017840
403	445-4	m1	445	4	8/16	244	231	0	FALSE	vegetative_cell_high	35	28	51	1	1	0	R41F01	GRMZM2G056252	Zm00001d017840
400	445L-3	m1	445	3	9/2	173	181	0	FALSE	vegetative_cell_high	35	28	51	1	1	0	R41F01	GRMZM2G056252	Zm00001d017840
402	462A-1	m1	462	1	8/20	156	200	0	FALSE	vegetative_cell_high	31	9	43	1	1	0	R72D11	GRMZM2G035243	Zm00001d027856
401	462A-3	m1	462	3	8/22	202	201	0	FALSE	vegetative_cell_high	31	9	43	1	1	0	R72D11	GRMZM2G035243	Zm00001d027856
402	462A-3	m2	462	3	9/17	238	222	0	FALSE	vegetative_cell_high	31	9	43	1	1	0	R72D11	GRMZM2G035243	Zm00001d027856
402	462A-3	m3	462	3	8/18	305	306	0	FALSE	vegetative_cell_high	31	9	43	1	1	0	R72D11	GRMZM2G035243	Zm00001d027856
402	462A-3	m4	462	3	8/20	214	193	0	FALSE	vegetative_cell_high	31	9	43	1	1	0	R72D11	GRMZM2G035243	Zm00001d027856
401	469A-2	m1	469	2	8/24	238	217	0	FALSE	vegetative_cell_high	29	16	50	1	1	0	R81G05	GRMZM5G876898	Zm00001d002258
402	469A-3	m1	469	3	8/19	293	259	0	FALSE	vegetative_cell_high	29	16	50	1	1	0	R81G05	GRMZM5G876898	Zm00001d002258
402	469A-3	m2	469	3	8/18	283	271	0	FALSE	vegetative_cell_high	29	16	50	1	1	0	R81G05	GRMZM5G876898	Zm00001d002258
402	469A-3	m3	469	3	8/20	273	244	0	FALSE	vegetative_cell_high	29	16	50	1	1	0	R81G05	GRMZM5G876898	Zm00001d002258
401	480A-1	m1	480	1	8/20	240	200	0	FALSE	vegetative_cell_high	33	15	35	1	1	0	R92A10	GRMZM2G095206	Zm00001d046483
401	480A-3	m1	480	3	8/28	259	239	0	FALSE	vegetative_cell_high	33	15	35	1	1	0	R92A10	GRMZM2G095206	Zm00001d046483
402	480A-4	m1	480	4	8/17	247	238	0	FALSE	vegetative_cell_high	33	15	35	1	1	1	R92A10	GRMZM2G095206	Zm00001d046483
402	480A-4	m2	480	4	8/18	293	261	0	FALSE	vegetative_cell_high	33	15	35	1	1	0	R92A10	GRMZM2G095206	Zm00001d046483
402	480A-4	m3	480	4	8/19	171	160	0	FALSE	vegetative_cell_high	33	15	35	1	1	0	R92A10	GRMZM2G095206	Zm00001d046483
401	484-3	m1	484	3	8/24	193	259	0	FALSE	vegetative_cell_high	44	20	42	1	1	0	R98H09	GRMZM5G872068	Zm00001d017958
402	484-3	m2	484	3	8/22	260	273	0	FALSE	vegetative_cell_high	44	20	42	1	1	0	R98H09	GRMZM5G872068	Zm00001d017958
402	484-3	m3	484	3	8/25	196	191	0	FALSE	vegetative_cell_high	44	20	42	1	1	0	R98H09	GRMZM5G872068	Zm00001d017958
401	484-4	m1	484	4	8/22	190	223	0	FALSE	vegetative_cell_high	44	20	42	1	1	1	R98H09	GRMZM5G872068	Zm00001d017958
402	484-4	m2	484	4	8/24	215	210	0	FALSE	vegetative_cell_high	44	20	42	1	1	0	R98H09	GRMZM5G872068	Zm00001d017958
401	484-4	m3	484	4	-	229	258	0	FALSE	vegetative_cell_high	44	20	42	1	1	0	R98H09	GRMZM5G872068	Zm00001d017958
402	484-4	m4	484	4	8/25	162	185	0	FALSE	vegetative_cell_high	44	20	42	1	1	0	R98H09	GRMZM5G872068	Zm00001d017958
400	485-1	m1	485	1	8/24	220	217	0	FALSE	vegetative_cell_high	27	24	38	1	1	0	R99B02	GRMZM2G102912	Zm00001d015242
401	485-3	m1	485	3	8/20	192	209	0	FALSE	vegetative_cell_high	27	24	38	1	1	0	R99B02	GRMZM2G102912	Zm00001d015242
400	485-5	m1	485	5	9/4	194	192	0	FALSE	vegetative_cell_high	27	24	38	1	1	0	R99B02	GRMZM2G102912	Zm00001d015242
402	485-5	m2	485	5	9/2	287	293	0	FALSE	vegetative_cell_high	27	24	38	1	1	0	R99B02	GRMZM2G102912	Zm00001d015242
400	485L-3	m1	485	3	8/31	149	150	0	FALSE	vegetative_cell_high	27	24	38	1	1	0	R99B02	GRMZM2G102912	Zm00001d015242
400	485L-3	m2	485	3	8/28	139	155	0	FALSE	vegetative_cell_high	27	24	38	1	1	0	R99B02	GRMZM2G102912	Zm00001d015242
402	426-1	m1	426	1	8/24	154	143	0	FALSE	seedling_only	1	3	46	1	1	0	R106F04	AC217975.3_FG001	Zm00001d022274
402	426-1	m2	426	1	8/26	205	223	0	FALSE	seedling_only	1	3	46	1	1	0	R106F04	AC217975.3_FG001	Zm00001d022274
402	426-1	m3	426	1	8/25	224	221	0	FALSE	seedling_only	1	3	46	1	1	0	R106F04	AC217975.3_FG001	Zm00001d022274
400	426L-2	m2	426	2	-	117	131	0	FALSE	seedling_only	1	3	46	1	1	0	R106F04	AC217975.3_FG001	Zm00001d022274
400	429-1	m1	429	1	8/28	195	194	0	FALSE	seedling_only	5	4	36	1	1	0	R12H07	GRMZM2G044882	Zm00001d051110
402	429-2	m1	429	2	8/25	156	178	0	FALSE	seedling_only	5	4	36	1	1	0	R12H07	GRMZM2G044882	Zm00001d051110
402	429-2	m2	429	2	8/24	256	234	0	FALSE	seedling_only	5	4	36	1	1	0	R12H07	GRMZM2G044882	Zm00001d051110
402	429-2	m3	429	2	8/22	180	197	0	FALSE	seedling_only	5	4	36	1	1	0	R12H07	GRMZM2G044882	Zm00001d051110
400	429L-1	m1	429	1	8/28	160	166	0	FALSE	seedling_only	5	4	36	1	1	0	R12H07	GRMZM2G044882	Zm00001d051110
402	447-1	m1	447	1	8/15	230	244	0	FALSE	seedling_only	2	2	47	1	1	0	R46C04	GRMZM2G051403	Zm00001d013295
402	447-3	m1	447	3	8/15	286	290	0	FALSE	seedling_only	2	2	47	1	1	0	R46C04	GRMZM2G051403	Zm00001d013295
402	447-3	m2	447	3	8/17	279	235	0	FALSE	seedling_only	2	2	47	1	1	0	R46C04	GRMZM2G051403	Zm00001d013295
402	447-3	m3	447	3	8/18	167	163	0	FALSE	seedling_only	2	2	47	1	1	1	R46C04	GRMZM2G051403	Zm00001d013295
403	447-3	m4	447	3	8/16	175	148	0	FALSE	seedling_only	2	2	47	1	1	0	R46C04	GRMZM2G051403	Zm00001d013295
402	447-4	m1	447	4	8/15	287	273	0	FALSE	seedling_only	2	2	47	1	1	0	R46C04	GRMZM2G051403	Zm00001d013295
402	449A-1	m1	449	1	8/27	152	171	0	FALSE	seedling_only	6	5	45	1	1	0	R52B09	GRMZM2G342243	Zm00001d036283
402	449A-1	m2	449	1	8/24	160	139	0	FALSE	seedling_only	6	5	45	1	1	1	R52B09	GRMZM2G342243	Zm00001d036283
402	449A-1	m3	449	1	8/22	73	78	0	FALSE	seedling_only	6	5	45	1	1	0	R52B09	GRMZM2G342243	Zm00001d036283
402	449A-1	m4	449	1	8/28	113	122	0	FALSE	seedling_only	6	5	45	1	1	1	R52B09	GRMZM2G342243	Zm00001d036283
402	456-2	m1	456	2	8/23	328	313	0	FALSE	seedling_only	17	11	37	1	1	0	R63F09	GRMZM2G000052	Zm00001d002266
402	456-2	m2	456	2	8/22	229	263	0	FALSE	seedling_only	17	11	37	1	1	0	R63F09	GRMZM2G000052	Zm00001d002266
402	456-2	m3	456	2	8/20	71	65	0	FALSE	seedling_only	17	11	37	1	1	0	R63F09	GRMZM2G000052	Zm00001d002266
402	456L-1	m1	456	1	9/2	295	311	1	FALSE	seedling_only	17	11	37	1	1	0	R63F09	GRMZM2G000052	Zm00001d002266
402	456L-3	m1	456	3	9/2	139	137	1	FALSE	seedling_only	17	11	37	1	1	0	R63F09	GRMZM2G000052	Zm00001d002266
402	458-1	m1	458	1	8/25	246	249	1	FALSE	seedling_only	4	1	49	1	1	0	R65E02	GRMZM2G129209	Zm00001d007228
402	458-1	m2	458	1	8/22	204	238	1	FALSE	seedling_only	4	1	49	1	1	0	R65E02	GRMZM2G129209	Zm00001d007228
402	458-1	m3	458	1	8/24	143	162	1	FALSE	seedling_only	4	1	49	1	1	0	R65E02	GRMZM2G129209	Zm00001d007228
402	458-2/3	m1	458	2/	8/19	181	189	0	FALSE	seedling_only	4	1	49	1	1	0	R65E02	GRMZM2G129209	Zm00001d007228
402	458-2/3	m3	458	2/	8/20	64	53	0	FALSE	seedling_only	4	1	49	1	1	0	R65E02	GRMZM2G129209	Zm00001d007228
402	458-2/3	m2	458	2/	8/18	121	148	0	FALSE	seedling_only	4	1	49	1	1	0	R65E02	GRMZM2G129209	Zm00001d007228
402	461B-1	m2	461	1	-	142	122	0	FALSE	vegetative_cell_high	40	7	6	1	1	0	R69C04	GRMZM2G307402	Zm00001d036330
401	461B-1	m3	461	1	8/20	218	197	0	FALSE	vegetative_cell_high	40	7	6	1	1	0	R69C04	GRMZM2G307402	Zm00001d036330
402	461B-3	m1	461	3	8/15	204	271	0	FALSE	vegetative_cell_high	40	7	6	1	1	0	R69C04	GRMZM2G307402	Zm00001d036330
402	461B-4	m1	461	4	8/17	114	137	0	FALSE	vegetative_cell_high	40	7	6	1	1	0	R69C04	GRMZM2G307402	Zm00001d036330
402	444B-1	m1	444	1	8/23	290	240	0	FALSE	vegetative_cell_high	47	52	18	1	2	0	R39B06	GRMZM2G089699	Zm00001d048384
402	444B-1	m2	444	1	8/22	181	194	0	FALSE	vegetative_cell_high	47	52	18	1	2	0	R39B06	GRMZM2G089699	Zm00001d048384
402	444B-1	m3	444	1	8/20	146	121	0	FALSE	vegetative_cell_high	47	52	18	1	2	0	R39B06	GRMZM2G089699	Zm00001d048384
403	444B-3	m1	444	3	8/18	119	151	0	FALSE	vegetative_cell_high	47	52	18	1	2	0	R39B06	GRMZM2G089699	Zm00001d048384
402	471A-1	m1	471	1	8/18	260	271	0	FALSE	vegetative_cell_high	30	38	30	1	2	0	R83B04	GRMZM2G142863	Zm00001d003947
402	471A-1	m2	471	1	8/17	130	164	0	FALSE	vegetative_cell_high	30	38	30	1	2	1	R83B04	GRMZM2G142863	Zm00001d003947
402	471A-1	m3	471	1	8/19	228	245	0	FALSE	vegetative_cell_high	30	38	30	1	2	0	R83B04	GRMZM2G142863	Zm00001d003947
402	471B-1	m1	471	1	8/17	236	228	0	FALSE	vegetative_cell_high	30	38	30	1	2	0	R83B04	GRMZM2G142863	Zm00001d003947
403	487B-2	m2	487	2	8/18	242	217	0	FALSE	vegetative_cell_high	21	29	19	2	2	0	R32B05	GRMZM2G134054	Zm00001d034839
403	487B-3	m1	487	3	8/19	172	191	0	FALSE	vegetative_cell_high	21	29	19	2	2	0	R32B05	GRMZM2G134054	Zm00001d034839
402	495B-1	m1	495	1	8/17	171	316	0	FALSE	vegetative_cell_high	51	49	8	2	2	0	R96C12	GRMZM2G082517	Zm00001d015901
403	495B-1	m2	495	1	8/16	130	300	0	FALSE	vegetative_cell_high	51	49	8	2	2	0	R96C12	GRMZM2G082517	Zm00001d015901
403	495B-1	m3	495	1	8/18	87	274	0	FALSE	vegetative_cell_high	51	49	8	2	2	0	R96C12	GRMZM2G082517	Zm00001d015901
402	495B-2	m1	495	2	8/15	151	458	0	FALSE	vegetative_cell_high	51	49	8	2	2	0	R96C12	GRMZM2G082517	Zm00001d015901
402	495B-5	m1	495	5	-	147	291	0	FALSE	vegetative_cell_high	51	49	8	2	2	0	R96C12	GRMZM2G082517	Zm00001d015901
402	443B-1	m1	443	1	8/17	287	265	0	FALSE	sperm_cell_high	9	30	15	1	2	0	R37A04	GRMZM2G352898	Zm00001d048434
403	443B-3	m1	443	3	8/15	222	237	0	FALSE	sperm_cell_high	9	30	15	1	2	0	R37A04	GRMZM2G352898	Zm00001d048434
402	443B-5	m1	443	5	8/17	308	272	0	FALSE	sperm_cell_high	9	30	15	1	2	1	R37A04	GRMZM2G352898	Zm00001d048434
403	443B-5	m2	443	5	8/16	117	115	0	FALSE	sperm_cell_high	9	30	15	1	2	0	R37A04	GRMZM2G352898	Zm00001d048434
402	443B-5	m3	443	5	8/15	262	246	0	FALSE	sperm_cell_high	9	30	15	1	2	0	R37A04	GRMZM2G352898	Zm00001d048434
402	469B-2	m1	469	2	8/17	238	269	0	FALSE	vegetative_cell_high	29	16	50	1	2	0	R81G05	GRMZM5G876898	Zm00001d002258
402	449BL-3	m1	449	3	9/2	113	140	0	FALSE	seedling_only	6	5	45	1	1	0	R52B09	GRMZM2G342243	Zm00001d036283
402	452B-5	m1	452	5	8/19	205	214	0	FALSE	seedling_only	14	8	48	1	2	0	R53F11	GRMZM2G127798	Zm00001d035925
402	452B-5	m2	452	5	8/20	138	124	0	FALSE	seedling_only	14	8	48	1	2	0	R53F11	GRMZM2G127798	Zm00001d035925
402	452B-5	m3	452	5	8/18	182	181	0	FALSE	seedling_only	14	8	48	1	2	0	R53F11	GRMZM2G127798	Zm00001d035925
400	452BL-1	m1	452	1	8/28	144	181	0	FALSE	seedling_only	14	8	48	1	2	0	R53F11	GRMZM2G127798	Zm00001d035925
403	465B-3	m1	465	3	8/18	150	160	0	FALSE	seedling_only	10	12	41	1	2	0	R76E07	GRMZM2G100288	Zm00001d029047
400	465BL-3	m1	465	3	8/30	174	155	0	FALSE	seedling_only	10	12	41	1	2	0	R76E07	GRMZM2G100288	Zm00001d029047
402	465BL-3	m2	465	3	8/31	274	288	0	FALSE	seedling_only	10	12	41	1	2	0	R76E07	GRMZM2G100288	Zm00001d029047
402	467B-3	m1	467	3	-	231	235	0	FALSE	seedling_only	7	18	40	1	2	0	R80E09	GRMZM2G111143	Zm00001d004768
400	467BL-1	m1	467	1	9/6	114	120	0	FALSE	seedling_only	7	18	40	1	2	0	R80E09	GRMZM2G111143	Zm00001d004768
400	467BL-1	m2	467	1	9/4	121	110	0	FALSE	seedling_only	7	18	40	1	2	0	R80E09	GRMZM2G111143	Zm00001d004768
400	467BL-1	m3	467	1	9/5	232	259	0	FALSE	seedling_only	7	18	40	1	2	0	R80E09	GRMZM2G111143	Zm00001d004768
402	472A-2	m1	472	2	8/17	232	204	1	FALSE	seedling_only	3	21	44	1	2	0	R83H05	GRMZM2G007283	Zm00001d005036
401	472A-4	m1	472	4	8/19	252	273	1	FALSE	seedling_only	3	21	44	1	2	0	R83H05	GRMZM2G007283	Zm00001d005036
403	472B-1	m1	472	1	-	221	254	0	FALSE	seedling_only	3	21	44	1	2	0	R83H05	GRMZM2G007283	Zm00001d005036
401	472BL-3	m1	472	3	8/31	148	149	0	FALSE	seedling_only	3	21	44	1	2	0	R83H05	GRMZM2G007283	Zm00001d005036
